,party,quote,said_by
447,D,"While we breathe, we will hope.",Barack Obama
448,D,No one is pro-abortion. ,Barack Obama
449,D,You can’t let your failures define you. You have to let your failures teach you.,Barack Obama
450,D,"Change will not come if we wait for some other person, or if we wait for some other time. We are the ones we've been waiting for. We are the change that we seek.",Barack Obama
451,D,"The best way to not feel hopeless is to get up and do something. Don’t wait for good things to happen to you. If you go out and make some good things happen, you will fill the world with hope, you will fill yourself with hope.",Barack Obama
452,D,A change is brought about because ordinary people do extraordinary things.,Barack Obama
453,D,Yes We Can!,Barack Obama
454,D,We are the change we have been waiting for.,Barack Obama
455,D,"In the unlikely story that is America, there has never been anything false about hope.",Barack Obama
456,D,"In the face of impossible odds, people who love this country can change it.",Barack Obama
457,D,"I'm inspired by the people I meet in my travels--hearing their stories, seeing the hardships they overcome, their fundamental optimism and decency. I'm inspired by the love people have for their children. And I'm inspired by my own children, how full they make my heart. They make me want to work to make the world a little bit better. And they make me want to be a better man.",Barack Obama
458,D,"If you're walking down the right path and you're willing to keep walking, eventually you'll make progress.",Barack Obama
459,D,"If there's a child on the south side of Chicago who can't read, that matters to me, even if it's not my child. If there's a senior citizen somewhere who can't pay for their prescription, who has to choose between medicine and the rent, that makes my life poorer - even if it's not my grandparent. If there's an Arab-American or Mexican-American family being rounded up by John Ashcroft without benefit of an attorney or due process, I know that that threatens my civil liberties. And I don't have to be a woman to be concerned that the Supreme Court is trying to take away a woman's right, because I know that my rights are next. It is that fundamental belief - I am my brother’s keeper, I am my sister’s keeper - that makes this country work.",Barack Obama
